final_pnl,max_drawdown,pnl_volatility,sharpe_like,trades,max_abs_inventory,transaction_costs,average_half_spread,regime,seed
3115.497865895199,9.70450218080805,11.395612137139635,12.156251062383436,130,7,213.3827727485337,0.2705216129585208,calm,22
2274.9113696916493,12.280978867958765,8.668560744195588,11.748088558569016,164,8,174.99352641213702,0.16095856822342475,calm,23
1791.9052306130104,10.851041477932768,6.567342722476745,12.071210771052886,164,7,58.762057193781686,0.12703726178796076,calm,24
2544.7807456029905,4.711381646797236,9.914584934990225,11.49014633449464,112,5,181.214084226976,0.25933771209955114,calm,25
2840.505150781177,6.511285401375062,10.897198709079644,11.66891397170864,126,7,202.4782896564787,0.25969131999874073,calm,26
2505.072902823625,20.752479464234057,9.151483217089652,12.254020678163059,156,9,193.24534173015778,0.18940376432956121,calm,27
2013.8241282171434,6.2672257966532925,7.864894978538503,11.462473360972075,137,7,143.34609381812373,0.17678843239377143,calm,28
2611.4451957043207,8.288668508786486,10.08308866233139,11.594100410128053,120,8,192.18177784457163,0.24465680599108383,calm,29
2105.787997417435,4.53079075644564,9.588979491311038,9.8308706836384,89,5,146.60668078693493,0.2677516160873026,calm,30
3205.968196632094,9.638987567810545,12.141759670392526,11.820267490204271,135,7,208.5506723439545,0.2733112720935432,calm,31
2809.641925891191,9.278465986681113,12.083187970783824,10.409243560275964,110,8,181.65958108582848,0.2970361656441163,calm,32
3117.2236211359495,12.694380151537189,11.970569671665347,11.657431360687305,145,10,234.51499508653464,0.2444458929334482,calm,33
1789.9516448536585,8.31365573268431,7.15053479476423,11.206048600790798,140,6,92.64394076708774,0.14856762326968215,calm,34
3147.5985169010182,5.036781123424589,13.553829097357909,10.396018746147625,104,7,171.61861143408458,0.35609167973223554,calm,35
2115.936719992441,86.56837879032992,9.30381804269959,10.079885421461894,130,12,164.42733333111036,0.18740597025794614,calm,36
1723.2395430577212,13.063054435871436,7.326343236293716,10.529508939783256,138,7,99.8914543330818,0.14207226591230285,calm,37
2362.80327121778,10.155976784495579,8.294891253080346,12.75165616423116,153,9,144.75770804444596,0.17821600655943923,calm,38
2903.317108373754,3.662457591999555,10.25210044510552,12.58565575157603,132,5,195.93784526549464,0.25132544760733416,calm,39
2669.015737572175,3.9070592574316834,9.142368428554876,13.068993525328771,160,6,193.97836644840442,0.19723964024213558,calm,40
1802.844690630891,13.080472812485823,6.9900956432038726,11.54582376952315,147,7,122.9135839187779,0.1460067867999871,calm,41
2099.6366673417597,8.01138064058614,7.878804135634138,11.92981122462853,153,7,152.1067016222629,0.16418506458231685,calm,42
1983.9554740589354,84.1314661316137,8.938090268869953,9.936579505352023,145,12,166.6882315100202,0.15841090015624676,calm,43
3850.9302358223945,2.531738427165692,13.249922642187672,12.939728115471953,133,4,229.06317189394696,0.32421227273224795,calm,44
2573.278560598354,25.960011647825013,9.402053631767801,12.252192304700275,164,9,204.89258197738224,0.18481405130555378,calm,45
2371.846215280528,13.030537973518221,9.060141947072182,11.719288679189678,147,6,154.0948110035715,0.19212969627371831,calm,46
2211.406711239819,5.787288403753337,8.359343195562879,11.842576388677216,136,7,165.2090853796851,0.18820312608200812,calm,47
